DocNo, Date, Device, Customer,SDCId, ZRAInvoiceNo,CustRef/PO, TPIN, Capturer, Reference, Currency, Rate, Sub-Total, VAT, Discount, Total, Receipt, Balance, Cash, Card, Swish, Other, AccountTransaction, Notes
INM0078440,1/20/2026 4:26:17 PM,Desktop,RB - Al - Safi Investments,SDC0010022038,INV0010022038/89269,,1020510848, , ,ZMW,0,12801.6904296875,2048.28002929688,0,14849.9697265625,0,0,0,0,0,0,No,SIAO 25- 63996; Non MT Customer; ; 
INM0078443,1/20/2026 4:26:17 PM,Desktop,Neelkanth Sarovar Premier,SDC0010022038,INV0010022038/89272,,1001865967, , ,ZMW,0,2844.84008789063,455.170013427734,0,3300.01000976563,0,0,0,0,0,0,No,SIAO 25- 64037; Non MT Customer; ; 
INM0078494,1/20/2026 4:46:15 PM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/89414,,1003084829, , ,ZMW,1,1784.48999023438,285.510009765625,0,2070,0,0,0,0,0,0,Yes,SI 25- 2938; Choppies - Chawama; ; 6135
INM0078566,1/20/2026 4:46:15 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89510,,1001646043, , ,ZMW,1,4758.7001953125,761.390014648438,0,5520.08984375,0,0,0,0,0,0,Yes,SIAO 25- 63927; Shoprite - Munali; 39875; 1199088028
INM0078599,1/20/2026 4:46:15 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89551,,1001646043, , ,ZMW,1,2172.36010742188,347.579986572266,0,2519.93994140625,0,0,0,0,0,0,Yes,SIAO 25- 63968; Shoprite - Chilenje; 2963; 1199087182
INM0077484,1/16/2026 9:22:28 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87908,,1001646043, , ,ZMW,0,6103.4501953125,976.549987792969,0,7080,0,0,0,0,0,0,No,SIAO 25- 62952; Shoprite - MosiOaTunya; 55615; 1198579592
INM0077523,1/16/2026 9:22:28 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87958,,1001646043, , ,ZMW,0,2721.919921875,435.510009765625,0,3157.42993164063,0,0,0,0,0,0,No,SIAO 25- 62991; Shoprite - Mazabuka; 2939; 1198539004
INM0077531,1/16/2026 9:22:28 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87966,,1001646043, , ,ZMW,0,4917.89990234375,786.859985351563,0,5704.759765625,0,0,0,0,0,0,No,SIAO 25- 62999; Shoprite - Mazabuka; 2939; 1198233679
INM0077534,1/16/2026 9:22:28 AM,Desktop,Pick N Pay,SDC0010022038,INV0010022038/87964,,1001978325, , ,ZMW,0,19508.990234375,2988.919921875,0,22497.91015625,0,0,0,0,0,0,No,SIAO 25- 63002; PNP - Memorial Park / Twin Palms; ZC34; 4762215336
INM0077542,1/16/2026 9:22:28 AM,Desktop,ADS Enterprises Ltd,SDC0010022038,INV0010022038/87973,,1001643378, , ,ZMW,0,32499.990234375,5200.009765625,0,37700,0,0,0,0,0,0,No,SIAO 25- 63011; Non MT Customer; ; Chachacha rd opposite society mall
INM0077565,1/16/2026 9:22:28 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88007,,1001646043, , ,ZMW,0,2399.98999023438,384,0,2783.98999023438,0,0,0,0,0,0,No,SIAO 25- 63035; Shoprite - Great North; 81458; 1198517774
INM0077584,1/16/2026 9:22:28 AM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/88033,,1003084829, , ,ZMW,0,1913.80004882813,306.209991455078,0,2220.01000976563,0,0,0,0,0,0,No,SIAO 25- 63054; Choppies - Chawama; ; Choppies - Chawama
INM0077602,1/16/2026 9:22:28 AM,Desktop,Pick N Pay,SDC0010022038,INV0010022038/87995,,1001978325, , ,ZMW,0,11369.669921875,1819.13000488281,0,13188.7998046875,0,0,0,0,0,0,No,SIAO 25- 63090; PNP - Garden House / Mumbwa; ZC32; 4762213875
INM0077613,1/16/2026 10:17:05 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88074,,1001646043, , ,ZMW,0,39368.69921875,6299,0,45667.69921875,0,0,0,0,0,0,No,SIAO 25- 63069; Shoprite - Mansa; 2955; 1198894373.0
INM0077629,1/16/2026 10:17:05 AM,Desktop,RB - Choppies Supermarkets,SDC0010022038,INV0010022038/88090,,1003084829, , ,ZMW,0,11824.849609375,1743.55004882813,0,13568.400390625,0,0,0,0,0,0,No,SIAO 25- 63116; Choppies - Mazabuka; ; 4111.0
INM0077647,1/16/2026 10:24:44 AM,Desktop,Ash Wholesalers (Mazabuka),SDC0010022038,INV0010022038/88103,,1003968651, , ,ZMW,1,10172.400390625,1627.59997558594,0,11800,0,0,0,0,0,0,Yes,SI 25- 2899; Non MT Customer; ; 
INM0077652,1/16/2026 4:43:31 PM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/88339,,1003084829, , ,ZMW,1,21435.900390625,3228.1298828125,0,24664.029296875,0,0,0,0,0,0,No,SI 25- 2894; Choppies - Chingola; ; 1001120034395
INM0078985,1/21/2026 5:03:20 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90018,,1001646043, , ,ZMW,1,1752.15002441406,280.339996337891,0,2032.48999023438,0,0,0,0,0,0,Yes,SIAO 25- 64456; Shoprite - Chirundu; 35766; 1199099436
INM0079011,1/21/2026 5:24:47 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90040,,1001646043, , ,ZMW,1,1862.0400390625,297.929992675781,0,2159.96997070313,0,0,0,0,0,0,No,SIAO 25- 64301; Shoprite - Jacaranda; 31097; 1199087543.0
INM0079060,1/21/2026 5:24:47 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90108,,1001646043, , ,ZMW,1,2770.30004882813,443.25,0,3213.55004882813,0,0,0,0,0,0,No,SIAO 25- 64351; Shoprite - Ndola; 2816; 1198997777.0
INM0079062,1/21/2026 5:24:47 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90111,,1001646043, , ,ZMW,1,26223.150390625,4195.7099609375,0,30418.859375,0,0,0,0,0,0,No,SIAO 25- 64353; Shoprite - Ndola; 2816; 1199087857.0
INM0079065,1/21/2026 5:24:47 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90114,,1001646043, , ,ZMW,1,602.72998046875,0,0,602.72998046875,0,0,0,0,0,0,No,SIAO 25- 64356; Shoprite - Ndola; 2816; 1199087885.0
INM0079101,1/21/2026 5:24:47 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90130,,1001646043, , ,ZMW,1,85139.1015625,13622.23046875,0,98761.328125,0,0,0,0,0,0,No,SIAO 25- 64467; Shoprite - Mukuba Mall; 84723; 1199100652.0
INM0079116,1/22/2026 9:22:43 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90154,,1001646043, , ,ZMW,1,14745.150390625,2359.2099609375,0,17104.359375,0,0,0,0,0,0,Yes,SIAO 25- 64427; Shoprite - Kabwe; 2824; 1199343185.0
INM0079133,1/22/2026 11:39:43 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90212,,1001646043, , ,ZMW,1,80123.4609375,12819.73046875,0,92943.1875,0,0,0,0,0,0,No,SIAO 25- 64495; Shoprite - Mukuba Mall; 84723; 1198698668.0
INM0079136,1/22/2026 11:39:43 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90215,,1001646043, , ,ZMW,1,14821.150390625,2371.3798828125,0,17192.529296875,0,0,0,0,0,0,No,SIAO 25- 64498; Shoprite - Mukuba Mall; 84723; 1199100824.0
INM0079155,1/22/2026 11:39:43 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90166,,1001646043, , ,ZMW,1,3034.47998046875,485.519989013672,0,3520,0,0,0,0,0,0,No,SIAO 25- 64562; Shoprite - Ndola; 2816; 1198800366.0
INM0079177,1/22/2026 11:39:43 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90251,,1001646043, , ,ZMW,1,2534.5,405.519989013672,0,2940.02001953125,0,0,0,0,0,0,No,SIAO 25- 64619; Shoprite - Mukuba Mall; 84723; 1199102207.0
INM0079183,1/22/2026 11:39:43 AM,Desktop,RB - Choppies Supermarkets,SDC0010022038,INV0010022038/90257,,1003084829, , ,ZMW,1,513.719970703125,82.1999969482422,0,595.919982910156,0,0,0,0,0,0,No,SIAO 25- 64634; Choppies - Kalulushi; ; 1001120036720.0
INM0079076,1/21/2026 5:24:47 PM,Desktop,UL - Choppies Supermarkets,SDC0010022038,INV0010022038/90107,,, , ,ZMW,1,29195.400390625,4671.240234375,0,33866.640625,0,0,0,0,0,0,No,SIAO 25- 64369; Choppies - Rekays Mall; ; 1001120034575.0
INM0079085,1/21/2026 5:24:47 PM,Desktop,Lee Sicca Investments Ltd,SDC0010022038,INV0010022038/90133,,1003778752, , ,ZMW,1,84634.8515625,12669.2900390625,0,97304.140625,0,0,0,0,0,0,No,SIAO 25- 64395; Non MT Customer; ; 
INM0079091,1/21/2026 5:24:47 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90135,,1001646043, , ,ZMW,1,543.099975585938,86.9000015258789,0,630,0,0,0,0,0,0,No,SIAO 25- 64417; Shoprite - Kafubu Mall; 37946; 1198791791.0
INM0079098,1/21/2026 5:24:47 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90128,,1001646043, , ,ZMW,1,981.97998046875,157.119995117188,0,1139.09997558594,0,0,0,0,0,0,No,SIAO 25- 64433; Shoprite - Kafubu Mall; 37946; 1198897005.0
INM0079134,1/22/2026 11:39:43 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90213,,1001646043, , ,ZMW,1,1615.61999511719,258.5,0,1874.11999511719,0,0,0,0,0,0,No,SIAO 25- 64496; Shoprite - Mukuba Mall; 84723; 1198792719.0
INM0079157,1/22/2026 11:39:43 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90233,,1001646043, , ,ZMW,1,3034.47998046875,485.519989013672,0,3520,0,0,0,0,0,0,No,SIAO 25- 64567; Shoprite - Jacaranda; 31097; 1198799786.0
INM0079164,1/22/2026 11:39:43 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90238,,1001646043, , ,ZMW,1,123448,19751.6796875,0,143199.6875,0,0,0,0,0,0,No,SIAO 25- 64590; Shoprite - Mukuba Mall; 84723; 1198989096.0
INM0079175,1/22/2026 11:39:43 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90249,,1001646043, , ,ZMW,1,8772.2802734375,1403.56005859375,0,10175.83984375,0,0,0,0,0,0,No,SIAO 25- 64616; Shoprite - Mukuba Mall; 84723; 1199089171.0
INM0079194,1/22/2026 4:34:52 PM,Desktop,Pick N Pay,SDC0010022038,INV0010022038/90200,,1001978325, , ,ZMW,1,114024.15625,18243.869140625,0,132268.03125,0,0,0,0,0,0,No,SIAO 25- 64545; PNP - Kansenshi; ZC25; 4762502981
INM0079205,1/22/2026 5:00:28 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90298,,1001646043, , ,ZMW,1,45055.921875,7208.990234375,0,52264.91015625,0,0,0,0,0,0,Yes,SIAO 25- 64479; Shoprite - Kasama; 2989; 1198998568
INM0079228,1/22/2026 5:00:28 PM,Desktop,Pick N Pay,SDC0010022038,INV0010022038/90322,,1001978325, , ,ZMW,1,2565.5,410.480010986328,0,2975.97998046875,0,0,0,0,0,0,Yes,SIAO 25- 64528; PNP - Garden City; ZC26; 4762491181
INM0079257,1/22/2026 5:00:28 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90353,,1001646043, , ,ZMW,1,2315.59008789063,370.5,0,2686.09008789063,0,0,0,0,0,0,Yes,SIAO 25- 64566; Shoprite - Chirundu; 35766; 1197512853
INM0078287,1/19/2026 7:30:35 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88846,,1001646043, , ,ZMW,1,4862.10009765625,777.940002441406,0,5640.0400390625,0,0,0,0,0,0,No,SIAO 25- 63657; Shoprite - Mufulira; 2858; 1198998070.0
INM0078312,1/19/2026 7:30:35 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),,INV/0,,1001646043, , ,ZMW,1,981.97998046875,157.119995117188,0,1139.09997558594,0,0,0,0,0,0,No,SIAO 25- 63706; Shoprite - Solwezi; 2890; 1198894975.0
INM0078321,1/19/2026 7:30:35 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88835,,1001646043, , ,ZMW,1,17069,2731.0400390625,0,19800.0390625,0,0,0,0,0,0,No,SIAO 25- 63721; Shoprite - Solwezi; 2890; 1198686563.0
INM0078334,1/20/2026 10:44:36 AM,Desktop,RB - Zubair Distributors,SDC0010022038,INV0010022038/89049,,1001838562, , ,ZMW,0,102212,16353.919921875,0,118565.921875,0,0,0,0,0,0,No,SIAO 25- 51632; Non MT Customer; ; 
INM0078346,1/20/2026 11:28:17 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89062,,1001646043, , ,ZMW,1,2307.830078125,369.260009765625,0,2677.09008789063,0,0,0,0,0,0,No,SIAO 25- 63790; Shoprite - Kitwe; 2832; 1198988793.0
INM0078371,1/20/2026 11:28:17 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89191,,1001646043, , ,ZMW,1,2029.68994140625,324.760009765625,0,2354.44995117188,0,0,0,0,0,0,No,SIAO 25- 63851; Shoprite - The Park Chingola; 37954; 1198691055.0
INM0078380,1/20/2026 11:28:17 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89198,,1001646043, , ,ZMW,1,375,60,0,435,0,0,0,0,0,0,No,SIAO 25- 63873; Shoprite - The Park Chingola; 37954; 1198791489.0
INM0078389,1/20/2026 11:28:17 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89205,,1001646043, , ,ZMW,1,16292.7001953125,2606.82006835938,0,18899.51953125,0,0,0,0,0,0,No,SIAO 25- 63887; Shoprite - The Park Chingola; 37954; 1198980210.0
INM0078414,1/20/2026 11:28:17 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89292,,1001646043, , ,ZMW,1,4021.10009765625,643.380004882813,0,4664.47998046875,0,0,0,0,0,0,No,SIAO 25- 63954; Shoprite - Chililabombwe; 64824; 1198999317.0
INM0078453,1/20/2026 4:26:17 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89282,,1001646043, , ,ZMW,0,11856.7001953125,1897.06994628906,0,13753.76953125,0,0,0,0,0,0,No,SIAO 25- 64099; Shoprite - Mini Ibex Hill; G606; 1199244308.0
INM0078462,1/20/2026 4:26:17 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89291,,1001646043, , ,ZMW,0,118094.4296875,18895.099609375,0,136989.53125,0,0,0,0,0,0,No,SIAO 25- 64131; Shoprite - East Park Mall; 91184; 1199255997.0
INM0078475,1/20/2026 4:46:15 PM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/89396,,1003084829, , ,ZMW,1,34655,5544.7998046875,0,40199.80078125,0,0,0,0,0,0,Yes,SI 25- 2919; Choppies - Kabwe; ; 6183
INM0078855,1/21/2026 4:21:23 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89890,,1001646043, , ,ZMW,0,14745.150390625,2359.2099609375,0,17104.359375,0,0,0,0,0,0,No,SIAO 25- 64427; Shoprite - Kabwe; 2824; 1199343185.0
INM0078873,1/21/2026 5:03:20 PM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/89907,,1003084829, , ,ZMW,1,465.519989013672,74.4800033569336,0,540,0,0,0,0,0,0,Yes,SI 25- 2959; Choppies - Kanyama; ; 1001120036727
INM0078877,1/21/2026 5:03:20 PM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/89926,,1003084829, , ,ZMW,1,40392.94140625,6462.8701171875,0,46855.80859375,0,0,0,0,0,0,Yes,SI 25- 2963; Choppies - Kalomo; ; 1001120036750
INM0078882,1/21/2026 5:03:20 PM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/89916,,1003084829, , ,ZMW,1,34655,5544.7998046875,0,40199.80078125,0,0,0,0,0,0,Yes,SI 25- 2968; Choppies - Chipata Two; ; 7365
INM0078905,1/21/2026 5:03:20 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89946,,1001646043, , ,ZMW,1,3699.26000976563,591.880004882813,0,4291.14013671875,0,0,0,0,0,0,Yes,SIAO 25- 64263; Shoprite - Manda Hill; 2997; 1199089519
INM0078914,1/21/2026 5:03:20 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89960,,1001646043, , ,ZMW,1,3493.57006835938,558.969970703125,0,4052.5400390625,0,0,0,0,0,0,Yes,SIAO 25- 64272; Shoprite - East Park Mall; 91184; 1199090215
INM0078948,1/21/2026 5:03:20 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89981,,1001646043, , ,ZMW,1,6172.39990234375,987.580017089844,0,7159.97998046875,0,0,0,0,0,0,Yes,SIAO 25- 64399; Shoprite - Livingstone; 2840; 1199088513
INM0078957,1/21/2026 5:03:20 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/89991,,1001646043, , ,ZMW,1,17068.80078125,2731,0,19799.80078125,0,0,0,0,0,0,Yes,SIAO 25- 64415; Shoprite - MosiOaTunya; 55615; 1198999313
INM0078973,1/21/2026 5:03:20 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90022,,1001646043, , ,ZMW,1,981.969970703125,157.119995117188,0,1139.08996582031,0,0,0,0,0,0,Yes,SIAO 25- 64444; Shoprite - Mazabuka; 2939; 1198689980
INM0078982,1/21/2026 5:03:20 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90033,,1001646043, , ,ZMW,1,10861.7998046875,1737.88000488281,0,12599.6796875,0,0,0,0,0,0,Yes,SIAO 25- 64453; Shoprite - Chirundu; 35766; 1198980207
INM0079016,1/21/2026 5:24:47 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90063,,1001646043, , ,ZMW,1,804.219970703125,128.679992675781,0,932.900024414063,0,0,0,0,0,0,No,SIAO 25- 64306; Shoprite - Jacaranda; 31097; 1198997878.0
INM0079021,1/21/2026 5:24:47 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/90066,,1001646043, , ,ZMW,1,34138,5462.080078125,0,39600.078125,0,0,0,0,0,0,No,SIAO 25- 64311; Shoprite - Jacaranda; 31097; 1199101823.0
INM0077453,1/15/2026 3:46:00 PM,Desktop,UL - Pick N Pay,SDC0010022038,INV0010022038/87801,,1001978325, , ,ZMW,1,4098.56005859375,655.760009765625,0,4754.31982421875,0,0,0,0,0,0,Yes,SIAO 25- 63056; PHI; ZC18; 4762130764
INM0077472,1/16/2026 9:22:28 AM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/87896,,1003084829, , ,ZMW,0,54339.76953125,8694.2998046875,0,63034.0703125,0,0,0,0,0,0,No,SI 25- 2881; Choppies - Chalala; ; 4401
INM0077479,1/16/2026 9:22:28 AM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/87911,,1003084829, , ,ZMW,0,46095.76953125,7375.2900390625,0,53471.05859375,0,0,0,0,0,0,No,SI 25- 2889; Choppies - Leopards Hill; ; 4419
INM0077486,1/16/2026 9:22:28 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87915,,1001646043, , ,ZMW,0,3263.75,522.200012207031,0,3785.94995117188,0,0,0,0,0,0,No,SIAO 25- 62954; Shoprite - MosiOaTunya; 55615; 1198420243
INM0077495,1/16/2026 9:22:28 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87928,,1001646043, , ,ZMW,0,9725.580078125,1556.08996582031,0,11281.669921875,0,0,0,0,0,0,No,SIAO 25- 62963; Shoprite - MosiOaTunya; 55615; 1198539770
INM0077511,1/16/2026 9:22:28 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87941,,1001646043, , ,ZMW,0,6103.4501953125,976.549987792969,0,7080,0,0,0,0,0,0,No,SIAO 25- 62979; Shoprite - Livingstone; 2840; 1198654920
INM0077520,1/16/2026 9:22:28 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87955,,1001646043, , ,ZMW,0,10301.849609375,1648.31005859375,0,11950.16015625,0,0,0,0,0,0,No,SIAO 25- 62988; Shoprite - Mazabuka; 2939; 1198446744
INM0077529,1/16/2026 9:22:28 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87965,,1001646043, , ,ZMW,0,3263.75,522.200012207031,0,3785.94995117188,0,0,0,0,0,0,No,SIAO 25- 62997; Shoprite - Mazabuka; 2939; 1198419648
INM0077537,1/16/2026 9:22:28 AM,Desktop,Pick N Pay,SDC0010022038,INV0010022038/87972,,1001978325, , ,ZMW,0,14864.2802734375,2378.26000976563,0,17242.5390625,0,0,0,0,0,0,No,SIAO 25- 63006; PNP - Woodlands; ZC11; 4762219162
INM0077554,1/16/2026 9:22:28 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87989,,1001646043, , ,ZMW,0,2034.47998046875,325.519989013672,0,2360,0,0,0,0,0,0,No,SIAO 25- 63024; Shoprite - Mini Ibex Hill; G606; 1198668696
INM0077568,1/16/2026 9:22:28 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88012,,1001646043, , ,ZMW,0,4202.60009765625,672.419982910156,0,4875.02001953125,0,0,0,0,0,0,No,SIAO 25- 63038; Shoprite - Kabulonga; 39883; 1198670057
INM0077587,1/16/2026 9:22:28 AM,Desktop,Pick N Pay,SDC0010022038,INV0010022038/88027,,1001978325, , ,ZMW,0,167473.375,25470.939453125,0,192944.3125,0,0,0,0,0,0,No,SIAO 25- 63065; PNP - Levy; ZC14; 4762295097
INM0077699,1/16/2026 5:15:54 PM,Desktop,Great North Shoppers Ltd,SDC0010022038,INV0010022038/88393,,2011574592, , ,ZMW,1,5841.3798828125,934.630004882813,0,6776.009765625,0,0,0,0,0,0,Yes,SIAO 25- 63134; Non MT Customer; ; 
INM0077735,1/17/2026 1:26:51 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88432,,1001646043, , ,ZMW,1,10896.1396484375,1743.36999511719,0,12639.509765625,0,0,0,0,0,0,No,SIAO 25- 63260; Shoprite - Chingola; 2866; 1199088199.0
INM0077765,1/17/2026 2:18:56 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88461,,1001646043, , ,ZMW,1,2915.60009765625,466.5,0,3382.10009765625,0,0,0,0,0,0,Yes,SIAO 25- 63239; WATERFALLS; 34922; 1199088469
INM0077767,1/17/2026 2:18:56 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88463,,1001646043, , ,ZMW,1,3089.97998046875,494.399993896484,0,3584.3798828125,0,0,0,0,0,0,Yes,SIAO 25- 63245; WATERFALLS; 34922; 1198990203
INM0077774,1/17/2026 2:18:56 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88470,,1001646043, , ,ZMW,1,9259.580078125,1481.53002929688,0,10741.1103515625,0,0,0,0,0,0,Yes,SIAO 25- 63265; GREAT NORTH; 81458; 1198897517
INM0077801,1/18/2026 2:42:05 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88497,,1001646043, , ,ZMW,1,33442.16015625,5350.740234375,0,38792.8984375,0,0,0,0,0,0,Yes,SIAO 25- 63292; MINI KABWATA; 99158; 1198695722
INM0077808,1/18/2026 2:42:05 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88504,,1001646043, , ,ZMW,1,25425.150390625,4068.01000976563,0,29493.16015625,0,0,0,0,0,0,Yes,SIAO 25- 63299; CAIRO ROAD; 2808; 1198711009
INM0077810,1/18/2026 2:42:05 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88506,,1001646043, , ,ZMW,1,3040.19995117188,486.429992675781,0,3526.6298828125,0,0,0,0,0,0,Yes,SIAO 25- 63301; MATERO; 2921; 1198894882
INM0077840,1/19/2026 8:30:07 AM,Desktop,Cheers Distribution Centre (Future Ventures Ltd),SDC0010022038,INV0010022038/88536,,1001999710, , ,ZMW,1,9679.5703125,1548.72998046875,0,11228.2998046875,0,0,0,0,0,0,Yes,SIAO 25- 63258; Cheers - Ngwerere Road; ; 172600086.0
INM0077869,1/19/2026 4:16:52 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88579,,1001646043, , ,ZMW,0,4458.3798828125,713.340026855469,0,5171.72021484375,0,0,0,0,0,0,No,SIAO 25- 63226; Shoprite - Twin Palms; 37938; 1199089207.0
INM0077876,1/19/2026 4:16:52 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88586,,1001646043, , ,ZMW,0,28554.130859375,4568.6298828125,0,33122.76171875,0,0,0,0,0,0,No,SIAO 25- 63246; Shoprite - Lusaka Woodlands; 94433; 1199089776.0
INM0077899,1/19/2026 4:16:52 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/88609,,1001646043, , ,ZMW,0,9565.4599609375,1530.46997070313,0,11095.9296875,0,0,0,0,0,0,No,SIAO 25- 63501; Shoprite - Munali; 39875; 1199088085.0
INM0077291,1/14/2026 5:04:45 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/87423,,1001646043, , ,ZMW,1,6506.8798828125,1041.09997558594,0,7547.97998046875,0,0,0,0,0,0,Yes,SIAO 25- 62755; Shoprite - Cosmopolitan Mall; 96948; 1198241630
